"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2024";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"12.131.297.225,27";"2.013.353.396,09";"178.357.454,01";"1.935.114.191,61";
"02/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"1.505.461,10";"1.479.208,33";"1.440.163,94";"0,00";
"06/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"4.586.586,53";"2.129.936,60";"1.642.788,96";"141.108,40";
"04/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"286.306,10";"1.650.104,75";"1.468.716,04";"341.500,00";
"03/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"388.035,65";"1.477.186,01";"1.619.815,71";"251.248,28";
"07/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"14.349.963,13";"1.840.315,82";"2.130.598,87";"0,00";
"05/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"- 65.816,97";"1.721.771,20";"1.639.610,54";"2.258.418,00";
"01/2024";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"10.714.054,70";"1.202.484,18";"50.921,46";"1.391.113,13";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"88.054.772,73";"44.943.669,90";"43.197.812,93";"62.345.919,51";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"531.573.899,21";"67.665.775,46";"59.464.505,96";"283.533.196,40";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"345.752.477,69";"115.713.168,40";"124.167.292,73";"95.604.773,77";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"113.391.740,72";"26.410.330,40";"7.197.379,51";"85.454.386,35";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"2.088.135.544,24";"1.523.350.990,68";"1.531.124.787,04";"124.538.213,09";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"548.430.254,87";"229.612.025,66";"227.645.183,26";"260.398.306,52";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"1.397.391.917,60";"950.208.438,21";"936.738.189,20";"365.115.456,66";
"05/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"48.045.867,59";"56.410.304,24";"54.852.871,66";"6.417.207,11";
"07/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"79.578.060,71";"55.874.104,53";"59.158.956,27";"2.358.509,20";
"03/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"19.925.382,20";"52.178.427,38";"51.844.637,06";"58.726.900,39";
"02/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"46.399.896,01";"47.217.962,82";"48.434.640,27";"14.498.900,68";
"04/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"44.923.390,94";"57.359.473,20";"54.138.948,54";"45.542.826,41";
"06/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"114.879.778,97";"68.437.989,35";"61.009.351,36";"91.926.001,80";
"01/2024";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"471.523.938,48";"45.921.470,49";"9.367.613,74";"56.389.020,45";
"02/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"2.867.623,00";"2.451.037,23";"2.297.942,46";"1.494.268,00";
"04/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"4.877.992,72";"2.635.772,49";"2.507.382,51";"850.000,00";
"06/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"15.583.283,53";"3.986.461,92";"3.303.213,19";"1.600.758,33";
"03/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"18.986.215,39";"2.539.224,40";"2.362.900,26";"10.416.880,43";
"05/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"3.187.365,66";"2.809.603,10";"2.563.752,71";"3.809.330,54";
"07/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"104.128.974,40";"1.242.485,09";"3.858.746,49";"4.554.926,98";
"01/2024";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"3.047.424,10";"2.519.760,18";"332.417,05";"5.192.558,51";
"05/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"459.405.933,96";"173.762.555,78";"174.511.430,24";"0,00";
"04/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"88.819.571,22";"173.108.335,51";"173.763.369,42";"10.036,07";
"02/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"56.745.822,53";"114.566.365,00";"118.432.813,61";"691.140,92";
"03/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"- 724.172.114,89";"123.273.882,18";"118.938.306,95";"640.310,45";
"07/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"3.852.582,02";"120.090.340,47";"157.280.359,64";"0,00";
"06/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"58.586.719,14";"203.927.247,97";"173.893.041,56";"14.517,10";
"01/2024";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"2.066.623.715,54";"121.824.889,89";"26.279.830,06";"105.096.681,36";
"07/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"16.510.599.067,32";"15.173.386.662,03";"17.123.404.984,21";"696.134.154,95";
"05/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"22.065.205.227,53";"22.889.730.426,80";"24.157.919.234,08";"839.487.815,13";
"01/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"31.443.575.261,51";"10.222.103.870,00";"9.008.070.093,37";"3.221.903.699,95";
"03/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"14.024.174.385,69";"12.070.873.224,64";"11.832.274.255,28";"4.425.534.026,93";
"06/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"17.158.697.319,99";"21.617.181.514,02";"19.156.667.186,36";"773.752.036,66";
"04/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"22.610.163.487,97";"13.484.413.539,25";"12.507.898.554,84";"1.848.418.113,27";
"02/2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"12.189.196.615,20";"11.281.380.086,11";"11.014.334.570,65";"4.267.108.218,67";
"03/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"1.474.165.624,55";"511.315.802,21";"507.244.478,24";"696.883.910,26";
"05/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"2.279.321.297,87";"514.053.635,62";"517.007.528,40";"363.216.371,93";
"06/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"440.103.857,78";"1.195.459.675,73";"1.194.835.893,53";"513.343.752,30";
"01/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"70.041.205,26";"5.565.465,71";"897.460,05";"19.799.462,28";
"07/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"564.605.146,16";"598.414.483,06";"593.400.171,17";"662.216.620,86";
"04/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"5.037.331.979,88";"911.300.680,23";"912.650.984,14";"391.310.080,97";
"02/2024";"56000 - Ministério das Cidades";"56000 - Ministério das Cidades - Unidades com vínculo direto";"2.029.987.346,14";"1.007.052.591,69";"1.006.481.929,77";"191.251.302,41";
"06/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"- 531.397,36";"9.002.076,60";"7.623.155,63";"1.179.097,94";
"05/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"52.616.120,42";"9.441.680,16";"8.987.813,52";"8.450.171,66";
"03/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"20.190.755,53";"4.922.630,08";"6.814.195,00";"11.462.419,67";
"04/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"15.198.948,84";"9.386.438,76";"9.006.937,48";"8.322.307,60";
"02/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"6.281.174,29";"6.814.882,07";"4.694.947,50";"14.291.023,63";
"01/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"68.398.992,03";"3.728.441,89";"381.595,05";"6.176.544,66";
"07/2024";"41000 - Ministério das Comunicações";"41000 - Ministério das Comunicações - Unidades com vínculo direto";"15.760.726,48";"13.799.113,06";"12.352.544,84";"25.995.899,65";
"02/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"700.000,00";"1.418.638,89";"1.389.879,21";"1.291.078,20";
"03/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"44.506,26";"1.697.208,10";"1.519.699,98";"11.094.595,67";
"06/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"80.153.666,66";"2.308.066,59";"2.113.306,97";"5.790.462,77";
"01/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"15.353.446,39";"1.323.298,73";"58.914,78";"2.376.949,80";
"05/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"8.551.537,16";"2.119.342,29";"2.069.892,78";"23.143.822,53";
"04/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"5.863.376,96";"1.633.955,16";"1.651.707,66";"1.682.140,00";
"07/2024";"65000 - Ministério das Mulheres";"65000 - Ministério das Mulheres - Unidades com vínculo direto";"9.009.911,70";"12.028.567,73";"12.624.894,63";"6.142.234,14";
"03/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"300.869.041,61";"332.018.360,76";"329.896.165,97";"8.050.391,94";
"07/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"270.234.744,83";"252.155.651,83";"266.529.642,10";"4.706.068,81";
"05/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"498.377.003,78";"397.539.311,74";"395.474.814,87";"7.991.359,61";
"04/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"398.059.840,31";"414.315.187,14";"414.185.843,44";"8.318.743,07";
"06/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"561.643.463,75";"554.479.907,43";"526.438.546,43";"8.444.448,26";
"02/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"350.756.305,51";"347.292.704,69";"337.187.962,02";"19.544.008,65";
"01/2024";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"505.351.251,30";"285.557.325,12";"238.347.534,08";"102.569.694,74";
"02/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"3.097.780,30";"16.044.351,51";"16.349.359,00";"10.049.659,95";
"01/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"161.273.203,49";"12.357.801,44";"413.809,97";"16.899.206,52";
"07/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"8.390.702,97";"26.212.783,81";"31.299.877,78";"91.682,46";
"06/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"20.016.134,13";"33.356.637,20";"29.028.093,06";"344.203,41";
"03/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"13.358.146,95";"26.654.205,91";"25.522.323,74";"1.136.518,37";
"05/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"13.843.607,23";"28.262.056,61";"28.236.997,55";"577.890,78";
"04/2024";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"120.281.313,49";"33.811.292,71";"33.113.708,09";"223.012,28";
"03/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"69.069,36";"2.513.452,02";"2.613.973,30";"0,00";
"05/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"56.903,91";"2.904.806,85";"2.707.521,45";"0,00";
"02/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"8.010,00";"2.438.740,63";"1.704.572,41";"0,00";
"04/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"525.495.678,76";"2.941.365,62";"2.711.041,36";"0,00";
"07/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"121.281.945,23";"97.771.680,02";"13.425.136,59";"0,00";
"01/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"31.659.066,46";"1.679.509,38";"138.144,46";"1.331.008,33";
"06/2024";"68000 - Ministério de Portos e Aeroportos";"68000 - Ministério de Portos e Aeroportos - Unidades com vínculo direto";"62.600.491,21";"3.734.574,05";"2.320.397,01";"0,00";
"03/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"3.250.780,52";"8.394.452,61";"5.999.221,42";"21.230.488,39";
"05/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"26.448.863,94";"7.619.316,45";"7.540.876,82";"4.276.350,75";
